ticker,ratio,latest_close,latest_volume,baseline_volume,dollar_volume_M,avg_dollar_vol_10d_M,dollar_surge_x,intraday_chg_%,candle_signal,candle_shape,candle_pos,close_pos,candle_score,latest_date
RERE,1.2,3.97,1003409,834733,3.98,3.65,1.1,-1.2,중립,음봉,잔구간,0.14,-0.565,2026-06-17
GNW,1.2,8.97,2895685,2381565,25.97,21.84,1.2,0.8,매수관심,양봉,완만한상승,0.79,1.95,2026-06-17
GORO,1.2,1.31,1832222,1557909,2.4,2.22,1.1,1.6,강한매수,양봉,전고점돌파,0.4,2.08,2026-06-17
REAX,1.2,1.71,4161509,3348684,7.12,5.5,1.3,-1.7,중립,음봉,잔구간,0.22,-0.52,2026-06-17
REI,1.2,1.15,4554881,3815334,5.24,4.81,1.1,-4.2,매도주의,장대음봉,잔구간,0.09,-1.245,2026-06-17
IMMR,1.2,6.46,601777,492656,3.89,3.31,1.2,-1.4,강한매수,망치형,수횡파,0.63,2.76,2026-06-17
INMD,1.2,13.36,618743,520898,8.27,7.25,1.1,-0.7,중립,음봉,수횡파,0.05,-0.64,2026-06-17
ANGO,1.2,11.74,377798,314111,4.44,3.46,1.3,-3.6,강한매도,장대음봉,전저점이탈,0.22,-3.09,2026-06-17
INTR,1.2,5.56,6019951,4839183,33.47,25.23,1.3,-4.5,매도주의,장대음봉,잔구간,0.03,-1.28,2026-06-17
IHS,1.2,8.2,2026216,1685222,16.61,11.62,1.4,-0.7,매도주의,음봉,전저점이탈,0.48,-1.47,2026-06-17
BUR,1.2,4.41,2099092,1716442,9.26,8.61,1.1,0.2,중립,위꼬리양봉,잔구간,0.11,-0.735,2026-06-17
BV,1.2,12.63,571121,467250,7.21,6.42,1.1,-1.2,매도주의,위꼬리음봉,잔구간,0.11,-0.985,2026-06-17
BW,1.2,17.16,2746285,2325827,47.13,39.95,1.2,2.2,중립,위꼬리양봉,완만한상승,0.3,-0.34,2026-06-17
CHYM,1.2,16.6,4731720,4049276,78.55,67.96,1.2,-2.8,중립,음봉,잔구간,0.03,-0.63,2026-06-17
CCCC,1.1,3.92,2094680,1938398,8.21,7.59,1.1,1.0,중립,위꼬리양봉,완만한상승,0.24,-0.41,2026-06-17
CCO,1.1,2.4,6784801,6044763,16.28,25.8,0.6,0.0,매도주의,위꼬리양봉,잔구간,0.0,-0.8,2026-06-17
CCOI,1.1,14.61,1120739,1021581,16.37,15.04,1.1,-8.1,매도주의,장대음봉,잔구간,0.03,-1.28,2026-06-17
CERS,1.1,2.57,2530729,2207764,6.5,6.02,1.1,4.5,중립,양봉,잔구간,0.54,0.375,2026-06-17
ANGX,1.1,3.14,1060538,989866,3.33,3.56,0.9,-1.3,매도주의,위꼬리음봉,잔구간,0.03,-1.03,2026-06-17
GOTU,1.1,1.63,959800,891202,1.56,1.16,1.3,7.2,강한매수,장대양봉,완만한상승,0.69,3.13,2026-06-17
ILPT,1.1,8.32,495027,436980,4.12,4.17,1.0,-3.5,매도주의,음봉,전저점이탈,0.26,-1.74,2026-06-17
GROY,1.1,2.91,2200798,2071400,6.4,5.5,1.2,-4.3,매도주의,장대음봉,잔구간,0.0,-1.3,2026-06-17
GRFS,1.1,7.46,625557,591381,4.67,4.09,1.1,-1.6,매도주의,장대음봉,잔구간,0.07,-1.26,2026-06-17
RES,1.1,6.65,1452334,1330272,9.66,10.08,1.0,-1.3,중립,음봉,전저점부근,0.19,-0.32,2026-06-17
RCAT,1.1,11.2,12945615,11453026,144.99,168.19,0.9,2.8,중립,양봉,잔구간,0.55,0.38,2026-06-17
CGEM,1.1,14.44,1527526,1355210,22.06,17.76,1.2,5.9,중립,양봉,전고점부근,0.5,0.25,2026-06-17
BZ,1.1,13.47,3508298,3319325,47.26,51.09,0.9,1.7,중립,양봉,잔구간,0.53,0.37,2026-06-17
CAI,1.1,17.86,2349845,2184566,41.97,44.33,0.9,-0.9,매도주의,위꼬리음봉,잔구간,0.12,-0.98,2026-06-17
CARS,1.1,9.82,824872,722961,8.1,7.07,1.1,-1.6,중립,음봉,잔구간,0.24,-0.505,2026-06-17
SBSW,1.1,10.15,6571092,5938142,66.7,55.0,1.2,-4.4,매도주의,장대음봉,잔구간,0.02,-1.29,2026-06-17
NKTX,1.1,2.64,555966,498537,1.47,1.45,1.0,0.0,중립,팽이도지,완만한상승,0.31,0.67,2026-06-17
NMRK,1.1,14.74,1295919,1206476,19.1,19.78,1.0,-3.3,중립,음봉,잔구간,0.05,-0.62,2026-06-17
NFE,1.1,0.51,3373146,3129362,1.72,1.73,1.0,-2.3,중립,음봉,수횡파,0.05,-0.64,2026-06-17
ETHT,1.1,9.18,2797499,2481009,25.68,24.01,1.1,-3.0,중립,음봉,잔구간,0.07,-0.61,2026-06-17
ETHU,1.1,13.95,6686480,6243098,93.28,117.56,0.8,-2.9,중립,음봉,잔구간,0.07,-0.61,2026-06-17
XXI,1.1,5.64,1217872,1140617,6.87,8.42,0.8,-5.4,매도주의,장대음봉,잔구간,0.0,-1.3,2026-06-17
AG,1.1,18.55,14874334,13860251,275.92,235.73,1.2,-3.9,중립,음봉,잔구간,0.02,-0.64,2026-06-17
AGEN,1.1,2.96,724047,632168,2.14,1.94,1.1,-2.0,중립,음봉,전저점부근,0.53,0.09,2026-06-17
VZLA,1.1,3.58,6671698,6063507,23.88,22.64,1.1,-3.2,중립,음봉,잔구간,0.07,-0.61,2026-06-17
AIRO,1.1,7.52,524146,469272,3.94,4.56,0.9,-4.3,매도주의,음봉,전저점이탈,0.24,-1.76,2026-06-17
ALIT,1.1,0.595,35102354,31609995,20.9,22.36,0.9,-5.5,중립,음봉,잔구간,0.06,-0.615,2026-06-17
ALT,1.1,2.64,3570898,3197599,9.43,7.96,1.2,-0.4,매도주의,위꼬리음봉,잔구간,0.22,-0.92,2026-06-17
ALVO,1.1,3.915,882238,768983,3.45,5.81,0.6,1.7,중립,팽이도지,잔구간,0.49,-0.005,2026-06-17
WWW,1.1,16.7,986093,899304,16.47,15.81,1.0,-4.5,중립,음봉,잔구간,0.12,-0.58,2026-06-17
ACHV,1.1,5.36,1664883,1526119,8.92,8.01,1.1,-4.1,매도주의,장대음봉,잔구간,0.13,-1.22,2026-06-17
WEAV,1.1,5.29,856791,812308,4.53,4.56,1.0,-2.4,중립,음봉,잔구간,0.12,-0.58,2026-06-17
WEST,1.1,8.73,989146,886584,8.64,6.33,1.4,-4.8,매도주의,장대음봉,잔구간,0.05,-1.27,2026-06-17
WLTH,1.1,8.43,2816054,2585781,23.74,29.24,0.8,0.2,중립,팽이도지,잔구간,0.36,-0.085,2026-06-17
HLMN,1.1,7.74,1755850,1573944,13.59,16.76,0.8,-0.9,매도주의,위꼬리음봉,잔구간,0.09,-0.995,2026-06-17
HNRG,1.1,17.67,812226,717532,14.35,12.94,1.1,2.8,매수관심,양봉,완만한상승,0.49,1.59,2026-06-17
FPI,1.1,9.69,507339,449994,4.92,4.22,1.2,-1.0,중립,음봉,잔구간,0.38,-0.42,2026-06-17
FSK,1.1,10.22,2924398,2578970,29.89,30.53,1.0,-0.9,강한매도,위꼬리음봉,전저점이탈,0.11,-2.72,2026-06-17
FSM,1.1,9.43,5911737,5476228,55.75,48.28,1.2,-2.7,중립,음봉,잔구간,0.03,-0.63,2026-06-17
FTRE,1.1,15.32,1087244,1008297,16.66,21.18,0.8,-3.6,강한매도,장대음봉,전저점이탈,0.12,-3.21,2026-06-17
ASLE,1.1,6.5,519574,452409,3.38,2.53,1.3,3.5,중립,양봉,전고점부근,0.71,0.5,2026-06-17
LICN,1.1,2.75,677864,609369,1.86,1.27,1.5,-17.9,중립,음봉,잔구간,0.09,-0.595,2026-06-17
LCTX,1.1,1.25,1392320,1317775,1.74,1.37,1.3,2.5,강한매수,장대양봉,완만한상승,0.6,3.02,2026-06-17
LPL,1.1,4.55,2166323,2041296,9.86,10.52,0.9,-2.2,중립,음봉,잔구간,0.06,-0.615,2026-06-17
LFMD,1.1,4.91,933892,848122,4.59,4.37,1.0,2.7,중립,양봉,잔구간,0.48,0.34,2026-06-17
GMRS,1.1,12.01,762276,717370,9.15,8.86,1.0,0.5,중립,팽이도지,잔구간,0.36,-0.085,2026-06-17
PCT,1.1,8.62,8570356,7871732,73.88,94.32,0.8,5.8,중립,양봉,잔구간,0.54,0.375,2026-06-17
CYRX,1.1,14.57,679359,612818,9.9,14.53,0.7,-0.7,매도주의,위꼬리음봉,잔구간,0.09,-0.995,2026-06-17
BPRE,1.1,14.42,671379,616185,9.68,10.08,1.0,-3.9,매도주의,장대음봉,잔구간,0.06,-1.265,2026-06-17
PDBC,1.1,16.54,6702343,5851559,110.86,100.82,1.1,-1.0,중립,음봉,전저점부근,0.05,-0.49,2026-06-17
PDI,1.1,16.36,3383377,3095296,55.35,47.16,1.2,-2.0,매도주의,장대음봉,잔구간,0.14,-1.215,2026-06-17
PFLT,1.1,7.58,1137078,1012535,8.62,8.72,1.0,-3.2,강한매도,장대음봉,전저점이탈,0.06,-3.28,2026-06-17
OPTX,1.1,12.87,1314210,1158616,16.91,15.13,1.1,13.0,매수관심,장대양봉,잔구간,0.76,1.155,2026-06-17
CPNG,1.1,18.83,43465258,39116818,818.45,565.68,1.4,4.0,강한매수,양봉,전고점돌파,0.49,2.19,2026-06-17
ORLA,1.1,11.13,4067935,3550248,45.28,46.36,1.0,-3.6,중립,음봉,잔구간,0.03,-0.63,2026-06-17
OSUR,1.1,4.47,744286,687409,3.33,2.83,1.2,4.9,강한매수,장대양봉,전고점돌파,0.66,3.69,2026-06-17
OPRA,1.1,18.79,349656,321544,6.57,5.76,1.1,-1.5,중립,음봉,잔구간,0.15,-0.56,2026-06-17
EVLV,1.1,5.62,3027182,2685711,17.01,14.9,1.1,-6.2,강한매도,장대음봉,전저점이탈,0.12,-3.21,2026-06-17
MARO,1.1,6.22,451587,411328,2.81,3.0,0.9,-1.7,중립,음봉,잔구간,0.03,-0.63,2026-06-17
TMQ,1.1,3.79,2044691,1911080,7.75,8.59,0.9,-3.3,중립,음봉,잔구간,0.11,-0.585,2026-06-17
FBRT,1.1,8.2,1521955,1416403,12.48,9.45,1.3,-2.4,매도주의,장대음봉,전저점부근,0.26,-1.54,2026-06-17
FCF,1.1,19.39,808482,749441,15.68,14.44,1.1,-1.1,중립,음봉,잔구간,0.31,-0.465,2026-06-17
ASST,1.1,15.44,4697657,4293456,72.53,78.09,0.9,-1.4,매도주의,위꼬리음봉,잔구간,0.07,-1.01,2026-06-17
ARIS,1.1,17.08,1949824,1851962,33.3,23.47,1.4,-1.3,매도주의,위꼬리음봉,잔구간,0.06,-1.015,2026-06-17
ARRY,1.1,7.66,7415328,6652255,56.8,55.4,1.0,-3.2,중립,음봉,잔구간,0.13,-0.57,2026-06-17
ARTV,1.1,9.94,952270,897037,9.47,5.82,1.6,5.5,강한매수,양봉,전고점돌파,0.62,2.34,2026-06-17
CXDO,1.1,6.92,727514,659995,5.03,6.6,0.8,-1.6,중립,음봉,잔구간,0.19,-0.535,2026-06-17
CRNT,1.1,2.71,653467,593441,1.77,2.46,0.7,-5.2,강한매도,장대음봉,전저점이탈,0.04,-3.3,2026-06-17
CRSR,1.1,8.48,2464175,2240142,20.9,22.92,0.9,0.5,중립,위꼬리양봉,완만한상승,0.28,-0.36,2026-06-17
CTKB,1.1,3.98,2032606,1909380,8.09,5.91,1.4,-2.9,중립,음봉,잔구간,0.2,-0.53,2026-06-17
SNDL,1.1,1.44,2467449,2146167,3.55,4.06,0.9,0.7,중립,위꼬리양봉,완만한상승,0.25,-0.4,2026-06-17
CTOS,1.1,10.61,963844,895710,10.23,9.35,1.1,-0.5,매도주의,위꼬리음봉,잔구간,0.1,-0.99,2026-06-17
CWH,1.1,7.2,2309935,2081650,16.63,15.24,1.1,-5.5,매도주의,장대음봉,잔구간,0.0,-1.3,2026-06-17
BFLY,1.1,5.71,6517051,6122153,37.21,30.98,1.2,-0.5,매도주의,위꼬리음봉,완만한상승,0.16,-1.01,2026-06-17
BILI,1.1,17.18,2450599,2268362,42.1,46.5,0.9,-1.2,중립,음봉,전저점부근,0.13,-0.39,2026-06-17
KRP,1.1,14.8,871491,807785,12.9,12.58,1.0,0.3,중립,위꼬리양봉,잔구간,0.32,-0.61,2026-06-17
TSHA,1.1,6.19,2274393,2114706,14.08,14.95,0.9,4.9,강한매수,장대양봉,전고점돌파,0.61,3.63,2026-06-17
LAES,1.1,3.01,22244296,20620087,66.96,61.55,1.1,-2.6,중립,음봉,잔구간,0.15,-0.56,2026-06-17
TUYA,1.1,1.93,1045613,987096,2.02,3.88,0.5,-1.0,중립,팽이도지,잔구간,0.31,-0.115,2026-06-17
TWI,1.1,7.36,444777,411679,3.27,3.1,1.1,-2.9,매도주의,장대음봉,잔구간,0.14,-1.215,2026-06-17
TYGO,1.1,2.68,837836,757410,2.25,2.27,1.0,-0.7,매도주의,위꼬리음봉,잔구간,0.06,-1.015,2026-06-17
UAMY,1.1,7.66,9504005,8406470,72.8,68.12,1.1,5.9,매수관심,장대양봉,잔구간,0.72,1.13,2026-06-17
UAVS,1.1,0.933,1747445,1648286,1.63,2.22,0.7,4.6,매수관심,장대양봉,잔구간,0.87,1.22,2026-06-17
UBXG,1.1,7.43,2512488,2207035,18.67,34.61,0.5,-19.0,매도주의,장대음봉,잔구간,0.14,-1.215,2026-06-17
PLTG,1.1,11.49,308782,271614,3.55,4.42,0.8,-1.6,매도주의,위꼬리음봉,잔구간,0.1,-0.99,2026-06-17
PGY,1.1,15.03,3936402,3667289,59.16,62.33,0.9,-2.8,중립,음봉,잔구간,0.1,-0.59,2026-06-17
PHAT,1.1,11.0,860700,772840,9.47,9.48,1.0,4.9,강한매수,장대양봉,전고점돌파,0.74,3.79,2026-06-17
SGMT,1.1,6.53,794103,704359,5.19,4.44,1.2,2.4,중립,양봉,잔구간,0.81,0.535,2026-06-17
SITC,1.1,4.72,532847,505515,2.52,2.83,0.9,-1.5,매도주의,음봉,전저점이탈,0.3,-1.69,2026-06-17
CIG,1.1,2.06,9603445,8710288,19.78,17.17,1.2,-1.9,중립,음봉,잔구간,0.14,-0.565,2026-06-17
CIK,1.1,2.48,551613,501043,1.37,1.63,0.8,-0.8,강한매도,장대음봉,수횡파,0.0,-2.0,2026-06-17
BRBR,1.1,9.07,5410057,4866065,49.07,42.35,1.2,3.3,매수관심,양봉,완만한상승,0.45,1.54,2026-06-17
BSCQ,1.1,19.57,803573,703036,15.73,15.58,1.0,0.1,강한매수,장대양봉,전고점부근,1.0,2.15,2026-06-17
TETH,1.1,8.67,752668,700199,6.53,5.54,1.2,-1.4,중립,음봉,잔구간,0.11,-0.585,2026-06-17
TFSL,1.1,16.27,1102964,986117,17.95,15.88,1.1,-0.7,중립,팽이도지,전저점부근,0.35,0.57,2026-06-17
ELMT,1.1,18.62,619342,586888,11.53,12.89,0.9,0.3,중립,위꼬리양봉,완만한상승,0.2,-0.46,2026-06-17
MRTN,1.1,16.59,796996,712789,13.22,14.32,0.9,-4.5,강한매도,장대음봉,전저점이탈,0.05,-3.29,2026-06-17
MBC,1.1,8.62,3275295,2937497,28.23,29.46,1.0,-2.6,중립,음봉,잔구간,0.05,-0.62,2026-06-17
MCHB,1.1,14.65,518500,466041,7.6,7.28,1.0,-2.1,매도주의,음봉,전저점이탈,0.27,-1.73,2026-06-17
LYG,1.1,5.55,38647562,36408128,214.49,187.51,1.1,-1.4,중립,음봉,잔구간,0.21,-0.525,2026-06-17
OBE,1.1,9.54,646954,611974,6.17,7.29,0.8,-3.8,강한매도,장대음봉,전저점이탈,0.13,-3.19,2026-06-17
OCSL,1.1,11.57,594133,527802,6.87,6.42,1.1,-2.4,강한매도,장대음봉,전저점이탈,0.18,-3.13,2026-06-17
NOMD,1.1,10.04,1042116,939614,10.46,9.87,1.1,-1.5,중립,음봉,잔구간,0.31,-0.465,2026-06-17
OKLL,1.1,6.37,11673059,10837201,74.36,100.84,0.7,5.9,중립,양봉,잔구간,0.42,0.3,2026-06-17
NUAI,1.1,5.73,7944305,6961731,45.52,39.56,1.2,4.4,중립,양봉,잔구간,0.52,0.36,2026-06-17
NUVB,1.1,5.33,5416903,4717192,28.87,24.15,1.2,3.3,강한매수,장대양봉,완만한상승,0.9,3.38,2026-06-17
NVAX,1.1,9.5,3901671,3573196,37.07,38.05,1.0,3.4,매수관심,양봉,완만한상승,0.63,1.76,2026-06-17
NVCR,1.1,17.85,1308959,1192705,23.36,27.68,0.8,1.8,매수관심,양봉,완만한상승,0.77,1.92,2026-06-17
NN,1.1,18.51,2216740,2088487,41.03,58.89,0.7,-1.6,중립,음봉,잔구간,0.35,-0.44,2026-06-17
SD,1.1,14.14,321247,286206,4.54,4.05,1.1,0.5,중립,양봉,잔구간,0.42,0.3,2026-06-17
S,1.1,14.8,6646472,6097486,98.37,104.14,0.9,-0.8,매도주의,위꼬리음봉,잔구간,0.18,-0.94,2026-06-17
SAFE,1.1,14.87,406041,358260,6.04,5.32,1.1,-4.6,강한매도,장대음봉,전저점이탈,0.14,-3.18,2026-06-17
SENS,1.1,6.69,559835,521700,3.75,3.99,0.9,-7.3,강한매도,장대음봉,전저점이탈,0.0,-3.35,2026-06-17
SES,1.1,1.07,6510459,6180508,6.97,7.11,1.0,1.9,중립,위꼬리양봉,완만한상승,0.33,-0.3,2026-06-17
JMIA,1.1,6.84,1639717,1429737,11.22,14.61,0.8,-4.7,매도주의,장대음봉,잔구간,0.09,-1.245,2026-06-17
JOBY,1.1,9.39,36612440,32094806,343.79,323.43,1.1,0.6,중립,위꼬리양봉,잔구간,0.23,-0.66,2026-06-17
UMH,1.1,14.94,544577,516097,8.14,8.16,1.0,-1.2,매도주의,음봉,전저점이탈,0.22,-1.79,2026-06-17
UNCY,1.1,7.05,1138699,992076,8.03,6.57,1.2,-2.8,중립,음봉,잔구간,0.22,-0.52,2026-06-17
UPBD,1.1,17.46,910460,847318,15.9,15.24,1.0,-7.2,강한매도,장대음봉,전저점이탈,0.01,-3.34,2026-06-17
UTZ,1.1,7.02,1696595,1477309,11.91,11.17,1.1,-2.1,중립,음봉,잔구간,0.18,-0.54,2026-06-17
PSEC,1.1,2.2,5699676,5165956,12.54,11.19,1.1,-1.8,매도주의,장대음봉,잔구간,0.0,-1.3,2026-06-17
QNST,1.1,12.77,662130,611808,8.46,7.58,1.1,-0.5,매도주의,위꼬리음봉,잔구간,0.12,-0.98,2026-06-17
PUSA,1.1,4.38,765906,683955,3.35,6.01,0.6,-1.6,매도주의,위꼬리음봉,전저점부근,0.12,-1.21,2026-06-17
PYPG,1.1,4.907,822417,776825,4.04,3.84,1.1,-6.9,중립,음봉,잔구간,0.0,-0.65,2026-06-17
PLAY,1.1,11.19,2603935,2472211,29.14,29.86,1.0,-3.2,중립,음봉,잔구간,0.19,-0.535,2026-06-17
CRCT,1.1,4.41,401386,361015,1.77,1.84,1.0,-2.0,중립,음봉,잔구간,0.21,-0.525,2026-06-17
CRESY,1.1,11.7,317722,291716,3.72,3.34,1.1,-3.6,매도주의,장대음봉,잔구간,0.15,-1.21,2026-06-17
FPE,1.1,17.98,1073001,998870,19.29,19.09,1.0,-0.1,중립,음봉,잔구간,0.17,-0.55,2026-06-17
MSTX,1.1,14.15,4723589,4120730,66.84,78.77,0.8,-10.3,매도주의,장대음봉,잔구간,0.01,-1.295,2026-06-17
BABX,1.1,17.5,768547,677722,13.45,13.05,1.0,-3.5,강한매도,음봉,전저점이탈,0.04,-2.0,2026-06-17
SVM,1.1,11.88,5831557,5201908,69.28,47.32,1.5,-5.7,매도주의,장대음봉,잔구간,0.05,-1.27,2026-06-17
AVS,1.1,7.65,13710459,12791320,104.89,133.53,0.8,-1.2,중립,팽이도지,잔구간,0.41,-0.055,2026-06-17
AXTU,1.1,14.03,360930,333122,5.06,5.44,0.9,-9.7,매도주의,장대음봉,잔구간,0.11,-1.235,2026-06-17
TAK,1.1,15.42,2503540,2345558,38.6,48.37,0.8,-0.4,매도주의,음봉,전저점이탈,0.46,-1.5,2026-06-17
DEI,1.1,11.54,1962886,1801953,22.65,27.93,0.8,-4.8,강한매도,장대음봉,전저점이탈,0.03,-3.31,2026-06-17
SPT,1.1,6.87,1384809,1251546,9.51,8.8,1.1,-2.0,중립,음봉,잔구간,0.22,-0.52,2026-06-17
DHT,1.1,18.11,2390735,2153443,43.3,49.49,0.9,-1.3,중립,음봉,잔구간,0.08,-0.6,2026-06-17
SSTK,1.1,12.92,385197,345356,4.98,5.49,0.9,-4.2,매도주의,장대음봉,잔구간,0.1,-1.24,2026-06-17
BIZD,1.1,12.34,3429644,3029281,42.32,40.73,1.0,-2.0,매도주의,장대음봉,전저점부근,0.12,-1.71,2026-06-17
SUJA,1.1,9.22,472045,444269,4.35,5.4,0.8,-10.4,강한매도,장대음봉,전저점이탈,0.08,-3.25,2026-06-17
SUZ,1.1,8.28,3050610,2775206,25.26,26.18,1.0,-3.2,매도주의,장대음봉,잔구간,0.09,-1.245,2026-06-17
SRTA,1.1,5.79,1657768,1501164,9.6,7.1,1.4,-0.5,중립,팽이도지,잔구간,0.31,-0.115,2026-06-17
AVAH,1.1,7.54,1708754,1566467,12.88,11.99,1.1,0.4,강한매도,위꼬리양봉,전고점부근,0.22,-2.79,2026-06-17
ECX,1.1,1.13,1320813,1214725,1.49,2.01,0.7,-5.8,강한매도,장대음봉,전저점이탈,0.0,-3.35,2026-06-17
RQI,1.1,12.44,1627603,1452532,20.25,14.04,1.4,-2.3,강한매도,장대음봉,전저점이탈,0.09,-3.24,2026-06-17
BTDR,1.1,17.92,10126833,9382147,181.47,213.21,0.9,-1.8,매도주의,위꼬리음봉,잔구간,0.14,-0.965,2026-06-17
VLY,1.1,13.91,8868729,7956686,123.36,94.11,1.3,-2.1,중립,음봉,잔구간,0.23,-0.51,2026-06-17
RNAC,1.1,9.88,604935,526851,5.98,5.01,1.2,9.4,강한매수,양봉,전고점돌파,0.55,2.26,2026-06-17
APLZ,1.1,13.11,301610,269738,3.95,4.66,0.8,5.0,중립,양봉,잔구간,0.87,0.57,2026-06-17
ACDC,1.1,6.4,1467453,1344732,9.39,9.8,1.0,-2.3,강한매도,음봉,전저점이탈,0.01,-2.04,2026-06-17
XHR,1.1,19.53,1023526,910223,19.99,19.06,1.0,0.1,중립,팽이도지,잔구간,0.36,-0.085,2026-06-17
ABTC,1.1,0.843,11065485,10418708,9.33,9.76,1.0,0.3,중립,위꼬리양봉,잔구간,0.18,-0.69,2026-06-17
ACRS,1.1,4.42,1187759,1100306,5.25,5.23,1.0,2.3,매수관심,양봉,수횡파,0.55,1.36,2026-06-17
ARDX,1.1,5.84,3424545,3041645,20.0,17.63,1.1,2.5,매수관심,양봉,완만한상승,0.57,1.68,2026-06-17
ADT,1.0,6.48,8214738,8408623,53.23,58.86,0.9,-3.1,강한매도,장대음봉,전저점이탈,0.11,-3.22,2026-06-17
VYGR,1.0,3.62,442389,442008,1.6,1.7,0.9,2.0,매수관심,양봉,완만한상승,0.44,1.53,2026-06-17
AI,1.0,10.29,7325915,7096750,75.38,105.07,0.7,-4.4,중립,음봉,잔구간,0.07,-0.61,2026-06-17
ACVA,1.0,6.14,2443586,2494485,15.0,15.8,0.9,-1.9,중립,음봉,잔구간,0.31,-0.465,2026-06-17
VIVO,1.0,5.52,1555412,1614751,8.59,9.13,0.9,-5.6,매도주의,장대음봉,잔구간,0.09,-1.245,2026-06-17
ACHR,1.0,5.36,47480254,49802368,254.49,273.75,0.9,-0.4,매도주의,위꼬리음봉,잔구간,0.09,-0.995,2026-06-17
RITR,1.0,0.606,1754268,1838448,1.06,2.63,0.4,-1.4,중립,망치형,잔구간,0.73,0.64,2026-06-17
ANVS,1.0,1.74,953632,917379,1.66,1.93,0.9,-3.9,중립,음봉,수횡파,0.0,-0.7,2026-06-17
SBRA,1.0,18.05,2757766,2785410,49.78,66.37,0.7,-1.6,중립,음봉,잔구간,0.14,-0.565,2026-06-17
SCZM,1.0,7.49,530651,534583,3.97,4.35,0.9,-4.5,중립,음봉,잔구간,0.02,-0.64,2026-06-17
CAST,1.0,5.15,12451103,12724859,64.12,97.86,0.7,32.4,강한매수,장대양봉,전고점돌파,0.98,4.08,2026-06-17
RZLV,1.0,2.64,10680080,10824284,28.2,41.52,0.7,1.1,매수관심,양봉,완만한상승,0.53,1.64,2026-06-17
GSIT,1.0,7.32,1060214,1067028,7.76,10.02,0.8,-2.3,중립,음봉,잔구간,0.04,-0.625,2026-06-17
GSM,1.0,3.84,1617120,1570891,6.21,5.06,1.2,0.0,중립,팽이도지,완만한상승,0.37,0.74,2026-06-17
GSOL,1.0,5.36,4005859,4088634,21.47,26.34,0.8,-0.9,매도주의,위꼬리음봉,잔구간,0.04,-1.025,2026-06-17
IREZ,1.0,5.23,8323305,8685505,43.53,50.61,0.9,3.0,강한매수,양봉스프링,완만한상승,0.91,2.89,2026-06-17
SFIX,1.0,3.84,3113632,3125299,11.96,10.61,1.1,-7.0,매도주의,장대음봉,잔구간,0.05,-1.27,2026-06-17
SBGI,1.0,13.66,469665,479413,6.42,6.34,1.0,-0.7,중립,음봉,잔구간,0.36,-0.435,2026-06-17
SBH,1.0,13.05,1264818,1257687,16.51,17.39,0.9,-1.8,중립,음봉,잔구간,0.1,-0.59,2026-06-17
JPC,1.0,7.79,806575,825962,6.28,6.53,1.0,-0.5,중립,음봉,수횡파,0.12,-0.56,2026-06-17
JRVR,1.0,4.03,364848,378549,1.47,1.43,1.0,-3.1,매도주의,장대음봉,잔구간,0.1,-1.24,2026-06-17
KBWD,1.0,12.25,349106,335879,4.28,4.44,1.0,-1.5,매도주의,장대음봉,잔구간,0.16,-1.205,2026-06-17
JELD,1.0,1.67,1273937,1326529,2.13,2.54,0.8,-10.2,중립,음봉,잔구간,0.02,-0.64,2026-06-17
USA,1.0,5.75,1660756,1629891,9.55,8.75,1.1,-1.7,매도주의,장대음봉,잔구간,0.09,-1.245,2026-06-17
UUUU,1.0,15.3,6947236,7147850,106.29,152.34,0.7,-1.9,중립,음봉,잔구간,0.04,-0.625,2026-06-17
UNG,1.0,11.57,5382982,5369614,62.28,67.18,0.9,1.1,중립,양봉,잔구간,0.98,0.64,2026-06-17
KC,1.0,10.41,1265078,1330675,13.17,14.46,0.9,-1.1,매도주의,위꼬리음봉,전저점부근,0.02,-1.33,2026-06-17
TH,1.0,19.38,1127647,1131902,21.85,23.12,0.9,2.7,강한매수,장대양봉,전고점부근,0.88,2.01,2026-06-17
TIC,1.0,8.11,2021899,1998157,16.4,16.23,1.0,-4.3,매도주의,장대음봉,잔구간,0.02,-1.29,2026-06-17
SVRA,1.0,5.38,1392919,1411667,7.49,7.8,1.0,0.9,매수관심,팽이도지,완만한상승,0.46,0.85,2026-06-17
AVTR,1.0,9.46,7909650,7784916,74.83,89.26,0.8,-1.9,중립,음봉,수횡파,0.24,-0.41,2026-06-17
AVTX,1.0,15.4,1165482,1208587,17.95,19.12,0.9,6.9,강한매수,장대양봉,전고점돌파,0.92,4.0,2026-06-17
DHC,1.0,8.59,1671697,1759189,14.36,17.91,0.8,-2.4,중립,음봉,잔구간,0.29,-0.475,2026-06-17
NTSK,1.0,8.72,7111805,7273783,62.01,82.12,0.8,-0.9,매도주의,위꼬리음봉,잔구간,0.18,-0.94,2026-06-17
AUR,1.0,6.05,32904014,32352623,199.07,217.86,0.9,-1.4,중립,음봉,잔구간,0.26,-0.495,2026-06-17
SSL,1.0,10.74,1968765,2060092,21.14,23.48,0.9,-2.1,매도주의,음봉,전저점이탈,0.09,-1.94,2026-06-17
STLA,1.0,6.47,23163503,22085887,149.87,124.81,1.2,-3.7,강한매도,장대음봉,전저점이탈,0.0,-3.35,2026-06-17
STNE,1.0,10.77,3665307,3579159,39.48,48.21,0.8,-0.7,매도주의,위꼬리음봉,잔구간,0.04,-1.025,2026-06-17
